Date,Open,High,Low,Close,Adj Close,Volume
2019-07-24,207.67,209.15,207.17,208.67,207.88,14991600
2019-07-25,208.89,209.24,206.73,207.02,206.24,13909600
2019-07-26,207.48,209.73,207.14,207.74,206.95,17618900
2019-07-29,208.46,210.64,208.44,209.68,208.89,21673400
2019-07-30,208.76,210.16,207.31,208.78,207.99,33935700
2019-07-31,216.42,221.37,211.3,213.04,212.23,69281400
2019-08-01,213.9,218.03,206.74,208.43,207.64,54017900
2019-08-02,205.53,206.43,201.63,204.02,203.25,40862100
2019-08-05,197.99,198.65,192.58,193.34,192.61,52393000
2019-08-06,196.31,198.07,194.04,197.0,196.25,35824800
2019-08-07,195.41,199.56,193.82,199.04,198.29,33364400
2019-08-08,200.2,203.53,199.39,203.43,202.66,27009500
2019-08-09,201.3,202.76,199.29,200.99,200.99,24619700
2019-08-12,199.62,202.05,199.15,200.48,200.48,22474900
2019-08-13,201.02,212.14,200.48,208.97,208.97,47218500
2019-08-14,203.16,206.44,202.59,202.75,202.75,36547400
2019-08-15,203.46,205.14,199.67,201.74,201.74,27227400
2019-08-16,204.28,207.16,203.84,206.5,206.5,27620400
2019-08-19,210.62,212.73,210.03,210.35,210.35,24413600
2019-08-20,210.88,213.35,210.32,210.36,210.36,26884300
2019-08-21,212.99,213.65,211.6,212.64,212.64,21535400
2019-08-22,213.19,214.44,210.75,212.46,212.46,22253700
2019-08-23,209.43,212.05,201.0,202.64,202.64,46818000
2019-08-26,205.86,207.19,205.06,206.49,206.49,26043600
2019-08-27,207.86,208.55,203.53,204.16,204.16,25873300
2019-08-28,204.1,205.72,203.32,205.53,205.53,15938800
2019-08-29,208.5,209.32,206.66,209.01,209.01,20990500
2019-08-30,210.16,210.45,207.2,208.74,208.74,21143400
2019-09-03,206.43,206.98,204.22,205.7,205.7,20023000
2019-09-04,208.39,209.48,207.32,209.19,209.19,19188100
2019-09-05,212.0,213.97,211.51,213.28,213.28,23913700
2019-09-06,214.05,214.42,212.51,213.26,213.26,19350800
